# r (bohr), g(r)
9.000000,0.000058
21.727920,0.000221
28.316400,0.001439
33.588480,0.006262
38.124600,0.015672
42.170040,0.032191
45.857160,0.056075
49.267620,0.090069
52.455840,0.131361
55.460520,0.185546
58.310100,0.242240
61.026600,0.304148
63.627000,0.371745
66.124800,0.439002
68.532000,0.508352
70.857000,0.579143
73.108200,0.648443
75.291600,0.716772
77.413800,0.776731
79.479600,0.835161
81.492600,0.889107
83.457000,0.935787
85.376400,0.986149
87.253200,1.023880
89.091000,1.055570
90.891000,1.084210
92.656800,1.106440
94.389000,1.124130
96.090000,1.148210
97.761600,1.154960
99.405000,1.163490
101.021400,1.172730
102.612600,1.175370
104.179800,1.175410
105.723000,1.170370
107.244600,1.165460
108.744600,1.165690
110.224800,1.152440
111.684600,1.152150
113.125800,1.138360
114.549000,1.133280
115.954800,1.121560
117.343800,1.114730
118.716000,1.100970
120.073200,1.093950
121.414800,1.074060
122.742000,1.069380
124.054800,1.062110
125.353800,1.052250
126.639600,1.038850
127.912200,1.028680
129.172800,1.017240
130.420800,1.016130
131.657400,1.006160
132.882000,0.998549
134.095800,0.991163
135.298200,0.984068
136.490400,0.980145
137.672400,0.974425
138.844200,0.968762
140.005800,0.964574
141.158400,0.960961
142.301400,0.963460
143.435400,0.955858
144.560400,0.958603
145.676400,0.957414
146.784600,0.955796
147.883800,0.953542
148.975800,0.957036
150.058800,0.953314
151.134600,0.953636
152.202600,0.958415
153.263400,0.955979
154.317000,0.955997
155.363400,0.956472
156.402600,0.957770
157.434600,0.960000
158.460600,0.958865
159.479400,0.962546
160.492200,0.968227
161.498400,0.963469
162.498600,0.972357
163.492200,0.973245
164.480400,0.980538
165.462000,0.979632
166.438200,0.977722
167.409000,0.980806
168.373800,0.987567
169.333200,0.986670
170.287200,0.990056
171.235800,0.990890
172.179600,0.995511
173.118000,0.993591
174.051000,0.993889
174.979200,0.999252
175.902600,1.001230
176.821200,1.004650
177.735000,1.003430
178.644600,1.004440
179.548800,1.007880
180.448800,1.007540
181.344600,1.010600
182.235600,1.010750
183.122400,1.014340
184.005000,1.010160
184.883400,1.016370
185.757600,1.016920
186.627600,1.014580
187.493400,1.015570
188.355600,1.018050
189.213600,1.016510
190.068000,1.017350
190.918200,1.014830
191.764800,1.016330
192.607800,1.018190
193.447200,1.014260
194.283000,1.016850
195.115200,1.019470
195.943200,1.016640
196.768200,1.014240
197.590200,1.020130
198.408000,1.018620
199.222800,1.012230
200.034600,1.009780
200.842800,1.010970
201.648000,1.014180
202.449600,1.012670
203.248200,1.010470
204.043800,1.012500
204.836400,1.008420
205.625400,1.005180
206.412000,1.007260
207.195000,1.009840
207.975600,1.004910
208.753200,1.004940
209.527800,1.005350
210.299400,0.999685
211.068600,1.003810
211.834200,1.001680
212.598000,1.002490
213.358800,1.001450
214.116600,1.001630
214.872000,0.998940
215.624400,0.998477
216.374400,0.998165
217.122000,0.998698
217.866600,0.999982
218.608800,0.999756
219.348600,0.997365
220.086000,0.999279
220.821000,0.996021
221.553600,0.995416
222.283200,0.994507
223.011000,0.997547
223.736400,0.995418
224.458800,0.992756
225.179400,0.994140
225.898200,0.991563
226.614000,0.990100
227.327400,0.993233
228.039000,0.992985
228.748200,0.996761
229.455600,0.990850
230.160600,0.993215
230.863200,0.991900
231.564000,0.990766
232.262400,0.990213
232.959000,0.991789
233.653200,0.992285
234.345600,0.995322
235.036200,0.989392
235.724400,0.992944
236.410200,0.990429
237.094800,0.992496
237.777000,0.989701
238.457400,0.991156
239.136000,0.992042
239.812200,0.992584
240.486600,0.992215
241.159200,0.994181
241.830000,0.990378
242.499000,0.994813
243.166200,0.993608
243.831600,0.990997
244.495200,0.997322
245.157000,0.997012
245.817000,0.999787
246.475200,0.997288
247.131600,0.994306
247.786200,0.998591
248.439000,0.995970
249.090000,0.997984
249.739800,0.998527
250.387200,0.998327
251.033400,0.996300
251.678400,0.997379
252.321000,0.996346
252.962400,1.001060
253.602000,0.999846
254.239800,1.000370
254.876400,1.000420
255.511200,1.002310
256.144200,1.000740
256.776000,0.998976
257.406000,1.001500
258.034800,1.002720
258.661800,0.999620
259.287600,1.001690
259.911600,1.002550
260.533800,1.001190
261.154800,0.999298
261.774600,1.004840
262.392600,1.003950
263.009400,1.004080
263.624400,1.001530
264.238200,1.002990
264.850800,1.004530
265.461600,1.001840
266.071200,1.003380
266.679600,1.001020
267.286200,1.002680
267.891600,1.001830
268.495800,1.002640
269.098200,1.004790
269.699400,1.001060
270.299400,1.000990
270.898200,1.003270
271.495800,1.001610
272.091600,1.004970
272.686200,1.002810
273.280200,1.002220
273.871800,1.003660
274.462800,1.004300
275.052600,1.004990
275.641200,1.003910
276.228000,1.003550
276.813600,1.000630
277.398600,1.005970
277.981800,1.003530
278.563800,1.006100
279.145200,1.007420
279.724800,1.002740
280.303200,1.005110
280.880400,1.004050
281.457000,1.004310
282.031800,1.007690
282.605400,1.004180
