# r (bohr), g(r)
12.000000,0.000000
28.970560,0.000099
37.755200,0.000664
44.784640,0.002481
50.832800,0.008236
56.226720,0.017271
61.142880,0.032767
65.690160,0.055541
69.941120,0.090076
73.947360,0.131721
77.746800,0.179942
81.368800,0.239919
84.836000,0.303411
88.166400,0.372840
91.376000,0.444565
94.476000,0.523293
97.477600,0.595688
100.388800,0.670502
103.218400,0.750775
105.972800,0.821565
108.656800,0.881626
111.276000,0.941365
113.835200,0.995107
116.337600,1.042340
118.788000,1.087040
121.188000,1.121440
123.542400,1.152820
125.852000,1.175640
128.120000,1.198270
130.348800,1.204490
132.540000,1.211030
134.695200,1.214080
136.816800,1.223790
138.906400,1.225990
140.964000,1.212790
142.992800,1.212980
144.992800,1.210330
146.966400,1.194870
148.912800,1.187260
150.834400,1.177680
152.732000,1.161550
154.606400,1.147060
156.458400,1.134380
158.288000,1.118910
160.097600,1.106620
161.886400,1.091510
163.656000,1.078740
165.406400,1.063780
167.138400,1.051310
168.852800,1.039530
170.549600,1.031800
172.230400,1.022070
173.894400,1.012350
175.543200,0.996796
177.176000,0.990296
178.794400,0.984832
180.397600,0.976957
181.987200,0.969371
183.563200,0.962679
185.125600,0.960327
186.674400,0.961483
188.211200,0.951746
189.735200,0.949938
191.247200,0.942078
192.747200,0.941505
194.235200,0.939293
195.712800,0.939880
197.178400,0.934295
198.634400,0.941582
200.078400,0.942377
201.512800,0.939954
202.936800,0.937264
204.351200,0.939596
205.756000,0.941339
207.151200,0.944378
208.536800,0.947194
209.912800,0.947365
211.280800,0.948843
212.639200,0.950830
213.989600,0.946414
215.331200,0.957441
216.664800,0.955677
217.989600,0.956825
219.307200,0.962910
220.616000,0.969230
221.917600,0.968555
223.212000,0.970854
224.498400,0.972585
225.777600,0.977084
227.049600,0.983870
228.314400,0.980962
229.572800,0.985601
230.824000,0.987672
232.068000,0.991926
233.305600,0.992966
234.536800,0.996493
235.761600,0.996712
236.980000,0.999143
238.192800,1.006100
239.398400,1.005470
240.598400,1.005730
241.792800,1.007540
242.980800,1.008350
244.163200,1.010400
245.340000,1.012450
246.511200,1.012260
247.676800,1.013590
248.836800,1.016430
249.991200,1.016030
251.140800,1.019640
252.284800,1.022840
253.424000,1.018290
254.557600,1.018260
255.686400,1.020570
256.810400,1.020350
257.929600,1.023100
259.044000,1.023980
260.153600,1.022490
261.257600,1.022370
262.357600,1.022910
263.453600,1.018440
264.544000,1.023400
265.630400,1.019070
266.712800,1.018180
267.790400,1.019660
268.864000,1.018790
269.932800,1.018080
270.997600,1.015720
272.058400,1.015460
273.115200,1.018660
274.167200,1.012160
275.216000,1.011850
276.260000,1.014250
277.300800,1.013780
278.337600,1.010990
279.370400,1.007800
280.399200,1.009690
281.424800,1.009690
282.445600,1.007900
283.464000,1.008100
284.478400,1.003850
285.488800,1.004060
286.496000,1.000900
287.499200,1.003650
288.499200,1.002290
289.496000,1.001190
290.488800,1.006030
291.478400,1.003710
292.464800,1.001190
293.448000,0.996960
294.428000,0.999050
295.404800,0.995832
296.377600,1.001830
297.348000,0.999915
298.315200,0.995791
299.278400,0.993988
300.239200,0.996200
301.197600,0.997456
302.152000,0.994836
303.103200,0.993733
304.052000,0.995222
304.997600,0.995393
305.940800,0.995830
306.880800,0.997467
307.817600,0.996897
308.752000,0.991831
309.683200,0.994068
310.612000,0.993758
311.537600,0.994806
312.460800,0.993121
313.381600,0.994637
314.299200,0.991461
315.213600,0.993723
316.126400,0.998935
317.036000,0.996756
317.943200,0.992701
318.848000,0.997865
319.749600,0.993975
320.648800,0.993954
321.545600,0.994882
322.440000,0.998497
323.332000,0.995926
324.221600,0.998818
325.108800,1.001820
325.993600,0.998478
326.876000,0.998035
327.756000,0.997608
328.633600,0.996347
329.508800,0.999352
330.381600,0.997394
331.252000,0.999955
332.120000,0.996659
332.986400,0.996451
333.849600,0.999410
334.711200,0.999679
335.571200,0.997405
336.428000,0.996324
337.283200,0.997734
338.136000,0.996985
338.986400,0.997252
339.835200,0.996738
340.681600,0.999205
341.525600,0.996774
342.368000,0.999479
343.208000,0.998093
344.046400,0.996927
344.882400,0.998234
345.716800,0.999606
346.548800,1.002470
347.378400,0.998110
348.206400,0.997955
349.032800,0.998673
349.856800,0.998612
350.679200,0.999627
351.499200,0.998657
352.317600,0.995499
353.134400,1.000160
353.948800,0.997747
354.761600,0.996712
355.572800,0.999380
356.381600,0.996771
357.188800,1.001290
357.994400,0.997060
358.797600,0.999998
359.599200,1.001510
360.399200,0.998401
361.197600,0.998685
361.994400,1.001750
362.788800,0.997569
363.581600,0.998288
364.373600,1.003660
365.162400,1.000890
365.950400,1.000090
366.736800,0.999704
367.521600,0.997384
368.304000,0.999147
369.084800,1.001910
369.864800,0.998962
370.642400,1.001790
371.418400,0.997024
372.193600,1.000530
372.966400,0.999047
373.737600,0.998471
374.507200,0.999538
375.276000,1.000030
376.042400,1.002060
376.807200,1.002300
377.571200,1.002270
378.332800,1.000190
379.093600,0.999240
379.852800,0.999503
380.609600,0.998338
381.365600,1.001150
382.120000,1.005380
382.872800,1.000040
383.624800,0.998413
384.374400,1.000910
385.123200,1.000770
385.870400,1.001700
386.616000,1.003270
387.360000,0.998062
388.103200,0.999944
388.844000,1.001330
389.584000,1.004900
