# q,S(q)
1.000000000000000021e-02,1.865607021452622310e-09
2.000000000000000042e-02,2.986593236230127917e-08
2.999999999999999889e-02,1.569430759387854473e-07
4.000000000000000083e-02,8.502941315059348590e-04
5.000000000000000278e-02,1.328327210841073573e-03
6.000000000000000472e-02,1.912331903854034556e-03
6.999999999999999278e-02,2.602150811786183970e-03
8.000000000000000167e-02,3.083995192338440713e-03
8.999999999999999667e-02,4.298588200556376950e-03
9.999999999999999167e-02,5.304774625634199776e-03
1.100000000000000006e-01,6.415907530918848155e-03
1.199999999999999956e-01,7.631813040643389140e-03
1.300000000000000044e-01,8.952111045383964391e-03
1.400000000000000133e-01,1.037651885660155308e-02
1.500000000000000222e-01,1.190469846251508181e-02
1.600000000000000033e-01,1.353627226297782205e-02
1.700000000000000122e-01,1.527087415586524978e-02
1.800000000000000211e-01,1.710811538360850967e-02
1.900000000000000022e-01,1.904744033236174805e-02
2.000000000000000111e-01,2.108851985819053601e-02
2.100000000000000200e-01,2.323085093221862948e-02
2.200000000000000011e-01,2.547393261802560760e-02
2.300000000000000100e-01,2.781717102942967215e-02
2.400000000000000189e-01,3.026021803673930102e-02
2.500000000000000000e-01,3.280233919469489889e-02
2.600000000000000089e-01,3.544302861428744872e-02
2.700000000000000178e-01,3.818163340558422547e-02
2.800000000000000266e-01,4.101754074424868862e-02
2.900000000000000355e-01,4.395012993916457694e-02
2.999999999999999889e-01,4.697876866316866989e-02
3.099999999999999978e-01,5.010338008228909512e-02
3.200000000000000067e-01,5.332130788154099132e-02
3.300000000000000155e-01,5.663386145530779209e-02
3.400000000000000244e-01,6.003954663297075139e-02
3.500000000000000333e-01,6.353769780526764832e-02
3.600000000000000422e-01,6.712749466211666294e-02
3.699999999999999956e-01,7.080821706250588210e-02
3.800000000000000044e-01,7.457888965152563443e-02
3.900000000000000133e-01,7.843886045387746253e-02
4.000000000000000222e-01,8.238721053772209146e-02
4.100000000000000311e-01,8.642308668213827261e-02
4.200000000000000400e-01,9.054559548652697798e-02
4.299999999999999933e-01,9.475390846853203042e-02
4.400000000000000022e-01,9.904692196699947659e-02
4.500000000000000111e-01,1.034239042602699693e-01
4.600000000000000200e-01,1.078836618330420993e-01
4.700000000000000289e-01,1.124254366867128291e-01
4.800000000000000377e-01,1.170482082835391652e-01
4.899999999999999911e-01,1.217507140307466651e-01
5.000000000000000000e-01,1.265321842784898621e-01
