# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000125645987607337e+00,-4.257090612089300681e-06
1.398797595190380896e-02,1.000246177441502793e+00,-8.328716824121279471e-06
1.797595190380761598e-02,1.000406577069517855e+00,-1.375023158474920772e-05
2.196392785571142647e-02,1.000607140178183529e+00,-2.052428425683736302e-05
2.595190380761523002e-02,1.000847475559700772e+00,-2.864797642048416869e-05
2.993987975951904051e-02,1.001128094335905327e+00,-3.811966167463514592e-05
3.392785571142285100e-02,1.001448628104003813e+00,-4.893733277052525607e-05
3.791583166332665455e-02,1.001809468041419571e+00,-6.109880774298953664e-05
4.190380761523046504e-02,1.002210450703063804e+00,-7.460152809585418241e-05
4.589178356713427553e-02,1.002651573036774879e+00,-8.944266103625840743e-05
4.987975951903807909e-02,1.003132942583925491e+00,-1.056191219804557312e-04
5.386773547094188958e-02,1.003654605132356270e+00,-1.231275247540256892e-04
5.785571142284570006e-02,1.004216563046058885e+00,-1.419641681908394954e-04
6.184368737474950362e-02,1.004819420330233193e+00,-1.621617820878645442e-04
6.583166332665331411e-02,1.005462222531477101e+00,-1.836477420746780449e-04
6.981963927855711072e-02,1.006145494225825221e+00,-2.064494436094345203e-04
7.380761523046092121e-02,1.006869293631899476e+00,-2.305620085979169943e-04
7.779559118236473170e-02,1.007633682813177778e+00,-2.559802535188469190e-04
8.178356713426854219e-02,1.008438727705304849e+00,-2.826986860805038334e-04
8.577154308617233880e-02,1.009284498204756186e+00,-3.107115016865745808e-04
8.975951903807614929e-02,1.010171068240961478e+00,-3.400125796712139665e-04
9.374749498997995978e-02,1.011098515859453428e+00,-3.705954792926852235e-04
9.773547094188377027e-02,1.012066923312459510e+00,-4.024534354999022984e-04
1.017234468937875808e-01,1.013076377142500206e+00,-4.355793544149145829e-04
1.057114228456913912e-01,1.014126968287401453e+00,-4.699658085874740807e-04
1.096993987975951879e-01,1.015218792177728035e+00,-5.056050319616898136e-04
1.136873747494989983e-01,1.016351948844769204e+00,-5.424889145497479312e-04
1.176753507014028088e-01,1.017526543036412434e+00,-5.806089968493065865e-04
1.216633266533066193e-01,1.018742684325678605e+00,-6.199564638839562703e-04
1.256513026052104298e-01,1.020000487241132126e+00,-6.605221389907235284e-04
1.296392785571142403e-01,1.021300071395714992e+00,-7.022964772403885239e-04
1.336272545090180508e-01,1.022641561619344941e+00,-7.452695584966623384e-04
1.376152304609218613e-01,1.024025088097433756e+00,-7.894310801157930664e-04
1.416032064128256718e-01,1.025450786527332347e+00,-8.347703492794328285e-04
1.455911823647294823e-01,1.026918798261426957e+00,-8.812762748638308706e-04
1.495791583166332928e-01,1.028429270473322443e+00,-9.289373589313505838e-04
1.535671342685371032e-01,1.029982356324029347e+00,-9.777416877467495944e-04
1.575551102204409137e-01,1.031578215136957688e+00,-1.027676922327915802e-03
1.615430861723446965e-01,1.033217012577340777e+00,-1.078730288470816428e-03
1.655310621242485070e-01,1.034898920842856729e+00,-1.130888566269517203e-03
1.695190380761523175e-01,1.036624118862064847e+00,-1.184138079071807206e-03
1.735070140280561279e-01,1.038392792495601347e+00,-1.238464681822783013e-03
1.774949899799599384e-01,1.040205134753035665e+00,-1.293853748803147933e-03
1.814829659318637489e-01,1.042061346013434253e+00,-1.350290160712680878e-03
1.854709418837675594e-01,1.043961634255086812e+00,-1.407758291014980182e-03
1.894589178356713699e-01,1.045906215296213304e+00,-1.466241991579836108e-03
1.934468937875751804e-01,1.047895313045264842e+00,-1.525724577530094715e-03
1.974348697394789909e-01,1.049929159758365760e+00,-1.586188811240361873e-03
2.014228456913828014e-01,1.052007996309498816e+00,-1.647616885472738503e-03
2.054108216432865841e-01,1.054132072471256176e+00,-1.709990405572405945e-03
2.093987975951903946e-01,1.056301647203657268e+00,-1.773290370661632313e-03
2.133867735470942051e-01,1.058516988958390304e+00,-1.837497153802491144e-03
2.173747494989980156e-01,1.060778375991207279e+00,-1.902590481025046194e-03
2.213627254509018261e-01,1.063086096687941406e+00,-1.968549409178092444e-03
2.253507014028056366e-01,1.065440449904357267e+00,-2.035352302537521332e-03
2.293386773547094470e-01,1.067841745316189028e+00,-2.102976808053610893e-03
2.333266533066132575e-01,1.070290303785857766e+00,-2.171399829209679725e-03
2.373146292585170680e-01,1.072786457740415589e+00,-2.240597498361307938e-03
2.413026052104208785e-01,1.075330551568371540e+00,-2.310545147498409974e-03
2.452905811623246612e-01,1.077922942025986819e+00,-2.381217277265245194e-03
2.492785571142284717e-01,1.080563998664810121e+00,-2.452587524243405193e-03
2.532665330661322822e-01,1.083254104272246776e+00,-2.524628626247570409e-03
2.572545090180360927e-01,1.085993655332875507e+00,-2.597312385662175430e-03
2.612424849699399032e-01,1.088783062503765331e+00,-2.670609630524600851e-03
2.652304609218437137e-01,1.091622751111674727e+00,-2.744490173377443949e-03
2.692184368737475242e-01,1.094513161669299128e+00,-2.818922767623723447e-03
2.732064128256513347e-01,1.097454750410018276e+00,-2.893875061268444491e-03
2.771943887775551452e-01,1.100447989849005825e+00,-2.969313547919653559e-03
2.811823647294589557e-01,1.103493369360521781e+00,-3.045203514758321271e-03
2.851703406813627661e-01,1.106591395784430221e+00,-3.121508987399948965e-03
2.891583166332665766e-01,1.109742594055245002e+00,-3.198192671355258154e-03
2.931462925851703871e-01,1.112947507856905549e+00,-3.275215889890630960e-03
2.971342685370741976e-01,1.116206700306134003e+00,-3.352538518040452074e-03
3.011222444889780081e-01,1.119520754663874129e+00,-3.430118912489254525e-03
3.051102204408818186e-01,1.122890275078844091e+00,-3.507913837083168496e-03
3.090981963927855736e-01,1.126315887361784895e+00,-3.585878383568779412e-03
3.130861723446893841e-01,1.129798239794751247e+00,-3.663965887302638412e-03
3.170741482965931946e-01,1.133338003977841124e+00,-3.742127837548259086e-03
3.210621242484970050e-01,1.136935875710477939e+00,-3.820313781825251769e-03
3.250501002004008155e-01,1.140592575920656992e+00,-3.898471224129344999e-03
3.290380761523046260e-01,1.144308851630474022e+00,-3.976545516223889756e-03
3.330260521042084365e-01,1.148085476973027985e+00,-4.054479741684262339e-03
3.370140280561122470e-01,1.151923254258320206e+00,-4.132214592031372216e-03
3.410020040080160575e-01,1.155823015090688077e+00,-4.209688234233063993e-03
3.449899799599198680e-01,1.159785621547201329e+00,-4.286836168969532408e-03
3.489779559118236785e-01,1.163811967414363213e+00,-4.363591078715606079e-03
3.529659318637274890e-01,1.167902979492939419e+00,-4.439882664795912794e-03
3.569539078156312994e-01,1.172059618975956896e+00,-4.515637472421122484e-03
3.609418837675351099e-01,1.176282882902142557e+00,-4.590778702458127476e-03
3.649298597194389204e-01,1.180573805696555123e+00,-4.665226008753017156e-03
3.689178356713427309e-01,1.184933460802097382e+00,-4.738895279462351610e-03
3.729058116232465414e-01,1.189362962412252589e+00,-4.811698400763743041e-03
3.768937875751503519e-01,1.193863467313178939e+00,-4.883543001052726221e-03
3.808817635270541624e-01,1.198436176848575396e+00,-4.954332173456366985e-03
3.848697394789579729e-01,1.203082339014611923e+00,-5.023964174156891720e-03
3.888577154308617834e-01,1.207803250704778009e+00,-5.092332093731130258e-03
3.928456913827655939e-01,1.212600260114300665e+00,-5.159323498092251853e-03
3.968336673346693488e-01,1.217474769326168271e+00,-5.224820035284665626e-03
4.008216432865731593e-01,1.222428237098231563e+00,-5.288697003635313594e-03
4.048096192384769698e-01,1.227462181871833646e+00,-5.350822875926216846e-03
4.087975951903807803e-01,1.232578185034196805e+00,-5.411058773568773114e-03
4.127855711422845908e-01,1.237777894460799111e+00,-5.469257883350774410e-03
4.167735470941884013e-01,1.243063028377348056e+00,-5.525264808208313859e-03
4.207615230460922118e-01,1.248435379581128268e+00,-5.578914841613524453e-03
4.247494989979960223e-01,1.253896820072806451e+00,-5.630033153263077142e-03
4.287374749498998328e-01,1.259449306155449477e+00,-5.678433871072427822e-03
4.327254509018036432e-01,1.265094884070065984e+00,-5.723919041431891827e-03
4.367134268537074537e-01,1.270835696246476409e+00,-5.766277445471293742e-03
4.407014028056112642e-01,1.276673988271127325e+00,-5.805283244397217365e-03
4.446893787575150747e-01,1.282612116680639014e+00,-5.840694420016258326e-03
4.486773547094188852e-01,1.288652557728548809e+00,-5.872250968885206306e-03
4.526653306613226957e-01,1.294797917288246891e+00,-5.899672797273284620e-03
4.566533066132265062e-01,1.301050942103301633e+00,-5.922657250578906157e-03
4.606412825651303167e-01,1.307414532639771698e+00,-5.940876192190967450e-03
4.646292585170341272e-01,1.313891757855343734e+00,-5.953972522296212440e-03
4.686172344689379377e-01,1.320485872281366602e+00,-5.961555994024869687e-03
4.726052104208417481e-01,1.327200335917883001e+00,-5.963198139510674997e-03
4.765931863727455586e-01,1.334038837573720437e+00,-5.958426056138953902e-03
4.805811623246493136e-01,1.341005322472434536e+00,-5.946714717273676731e-03
4.845691382765531241e-01,1.348104025178773258e+00,-5.927477349635748745e-03
4.885571142284569346e-01,1.355339509250918395e+00,-5.900053246739864372e-03
4.925450901803607451e-01,1.362717047934411951e+00,-5.863615363726748346e-03
4.965330661322645556e-01,1.370241448865167744e+00,-5.817422988743919249e-03
5.005210420841683661e-01,1.377918873800563881e+00,-5.760417637613132746e-03
5.045090180360721765e-01,1.385755832312386415e+00,-5.691416757284277310e-03
5.084969939879759870e-01,1.393759567824741863e+00,-5.609005564227565084e-03
5.124849699398797975e-01,1.401938220412774605e+00,-5.511459405446376796e-03
5.164729458917836080e-01,1.410301045798574293e+00,-5.396628261133303885e-03
5.204609218436874185e-01,1.418858717200339292e+00,-5.261758154341554354e-03
5.244488977955912290e-01,1.427623752846842731e+00,-5.103201889528409183e-03
5.284368737474950395e-01,1.436611139656875702e+00,-4.915923225881286759e-03
5.324248496993988500e-01,1.445839270799031517e+00,-4.692581521099322035e-03
5.364128256513026605e-01,1.455331321236216890e+00,-4.421658769787453584e-03
5.404008016032064710e-01,1.465117163342260609e+00,-4.083669339994505480e-03
5.443887775551102814e-01,1.475235106273566910e+00,-3.640169552143484970e-03
5.483767535070140919e-01,1.485718332664968111e+00,-3.011252859091934162e-03
5.523647294589179024e-01,1.496528229300130519e+00,-2.070937888195149065e-03
5.563527054108217129e-01,1.507530335357673446e+00,-7.699079405641849269e-04
