# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,9.999773735541348518e-01,-4.313926848160398697e-06
1.398797595190380896e-02,9.999762641007678976e-01,-8.473430978154832945e-06
1.797595190380761598e-02,9.999468877947514933e-01,-1.406163618963797765e-05
2.196392785571142647e-02,9.999283773461603575e-01,-2.112077852307931743e-05
2.595190380761523002e-02,9.998966794046250106e-01,-2.969803357064802732e-05
2.993987975951904051e-02,9.998626409816092631e-01,-3.985348514729612876e-05
3.392785571142285100e-02,9.998237091939511378e-01,-5.165125496539198360e-05
3.791583166332665455e-02,9.997805544016564738e-01,-6.516598243288370589e-05
4.190380761523046504e-02,9.997326538654603967e-01,-8.047815191144277319e-05
4.589178356713427553e-02,9.996806189002633847e-01,-9.767455198621693448e-05
4.987975951903807909e-02,9.996239961252639805e-01,-1.168466343592159258e-04
5.386773547094188958e-02,9.995633028669236309e-01,-1.380902719543245665e-04
5.785571142284570006e-02,9.994984917284936987e-01,-1.615039987371884528e-04
6.184368737474950362e-02,9.994297519084942572e-01,-1.871880928251488778e-04
6.583166332665331411e-02,9.993571471506141890e-01,-2.152431286086041527e-04
6.981963927855711072e-02,9.992809473502676232e-01,-2.457688288711663599e-04
7.380761523046092121e-02,9.992012945261015133e-01,-2.788623834303299680e-04
7.779559118236473170e-02,9.991183756410740857e-01,-3.146170534161963251e-04
8.178356713426854219e-02,9.990323801061988807e-01,-3.531206310896651255e-04
8.577154308617233880e-02,9.989435319403121571e-01,-3.944539208053205685e-04
8.975951903807614929e-02,9.988520515528626076e-01,-4.386891598637067185e-04
9.374749498997995978e-02,9.987581688580379202e-01,-4.858884662175778023e-04
9.773547094188377027e-02,9.986621258142158730e-01,-5.361023806560085564e-04
1.017234468937875808e-01,9.985641742160318302e-01,-5.893684351648217652e-04
1.057114228456913912e-01,9.984645705026237161e-01,-6.457098070502577392e-04
1.096993987975951879e-01,9.983635790926591591e-01,-7.051341218060174767e-04
1.136873747494989983e-01,9.982614649791218264e-01,-7.676323536750264114e-04
1.176753507014028088e-01,9.981584966407559545e-01,-8.331779440588900311e-04
1.216633266533066193e-01,9.980549459359860931e-01,-9.017260831814630662e-04
1.256513026052104298e-01,9.979510771829592786e-01,-9.732131693295753257e-04
1.296392785571142403e-01,9.978471546986029672e-01,-1.047556566383124914e-03
1.336272545090180508e-01,9.977434362685682068e-01,-1.124654546390166073e-03
1.376152304609218613e-01,9.976401712187612514e-01,-1.204386496502337289e-03
1.416032064128256718e-01,9.975375959570015327e-01,-1.286613363396289659e-03
1.455911823647294823e-01,9.974359377495078949e-01,-1.371178399729566745e-03
1.495791583166332928e-01,9.973354066714633648e-01,-1.457908091359257346e-03
1.535671342685371032e-01,9.972361973321426376e-01,-1.546613361486553649e-03
1.575551102204409137e-01,9.971384855868079544e-01,-1.637090975775855198e-03
1.615430861723446965e-01,9.970424285654649887e-01,-1.729125151265131690e-03
1.655310621242485070e-01,9.969481612084580835e-01,-1.822489314745236438e-03
1.695190380761523175e-01,9.968557973217099244e-01,-1.916948024678203407e-03
1.735070140280561279e-01,9.967654280609928863e-01,-2.012258982524069324e-03
1.774949899799599384e-01,9.966771207703113422e-01,-2.108175112190634280e-03
1.814829659318637489e-01,9.965909204628913276e-01,-2.204446695057636109e-03
1.854709418837675594e-01,9.965068483643360064e-01,-2.300823475722583739e-03
1.894589178356713699e-01,9.964249036897795397e-01,-2.397056761643509386e-03
1.934468937875751804e-01,9.963450636184622011e-01,-2.492901429802650559e-03
1.974348697394789909e-01,9.962672839329769214e-01,-2.588117840842585251e-03
2.014228456913828014e-01,9.961915011270189302e-01,-2.682473639618412811e-03
2.054108216432865841e-01,9.961176329846176403e-01,-2.775745384738265154e-03
2.093987975951903946e-01,9.960455804812531344e-01,-2.867720026894352015e-03
2.133867735470942051e-01,9.959752292097187043e-01,-2.958196190291124614e-03
2.173747494989980156e-01,9.959064511284947407e-01,-3.046985270155011527e-03
2.213627254509018261e-01,9.958391064017512173e-01,-3.133912325014775926e-03
2.253507014028056366e-01,9.957730453357769296e-01,-3.218816776565155708e-03
2.293386773547094470e-01,9.957081097905381428e-01,-3.301552900411429577e-03
2.333266533066132575e-01,9.956441352408839096e-01,-3.381990138585464368e-03
2.373146292585170680e-01,9.955809523698597729e-01,-3.460013224244504974e-03
2.413026052104208785e-01,9.955183886897998047e-01,-3.535522140558835114e-03
2.452905811623246612e-01,9.954562700908395900e-01,-3.608431924535613049e-03
2.492785571142284717e-01,9.953944222974659972e-01,-3.678672333814768814e-03
2.532665330661322822e-01,9.953326721787157938e-01,-3.746187389840218481e-03
2.572545090180360927e-01,9.952708486266065302e-01,-3.810934814539443036e-03
2.612424849699399032e-01,9.952087838861288782e-01,-3.872885386198567439e-03
2.652304609218437137e-01,9.951463145850262260e-01,-3.932022224121334633e-03
2.692184368737475242e-01,9.950832820603778828e-01,-3.988340010314077658e-03
2.732064128256513347e-01,9.950195334981297712e-01,-4.041844186948346726e-03
2.771943887775551452e-01,9.949549220725122378e-01,-4.092550115140734107e-03
2.811823647294589557e-01,9.948893076385609824e-01,-4.140482234091255077e-03
2.851703406813627661e-01,9.948225569068089857e-01,-4.185673212033863555e-03
2.891583166332665766e-01,9.947545437210546515e-01,-4.228163111518070012e-03
2.931462925851703871e-01,9.946851491622393793e-01,-4.267998571024266344e-03
2.971342685370741976e-01,9.946142616054134411e-01,-4.305232013877607379e-03
3.011222444889780081e-01,9.945417767370010598e-01,-4.339920888922836964e-03
3.051102204408818186e-01,9.944675974261788509e-01,-4.372126946412423741e-03
3.090981963927855736e-01,9.943916336650131527e-01,-4.401915555917642817e-03
3.130861723446893841e-01,9.943138023211912646e-01,-4.429355064437198904e-03
3.170741482965931946e-01,9.942340269785321372e-01,-4.454516200819443918e-03
3.210621242484970050e-01,9.941522376828579866e-01,-4.477471523276271501e-03
3.250501002004008155e-01,9.940683707235207223e-01,-4.498294913739671504e-03
3.290380761523046260e-01,9.939823682921644643e-01,-4.517061114051663245e-03
3.330260521042084365e-01,9.938941782260846125e-01,-4.533845307268169998e-03
3.370140280561122470e-01,9.938037537344328598e-01,-4.548722741090596711e-03
3.410020040080160575e-01,9.937110530601293013e-01,-4.561768389598590268e-03
3.449899799599198680e-01,9.936160391995567664e-01,-4.573056654990376863e-03
3.489779559118236785e-01,9.935186796142643217e-01,-4.582661104693125723e-03
3.529659318637274890e-01,9.934189459294739954e-01,-4.590654241755755607e-03
3.569539078156312994e-01,9.933168136327584774e-01,-4.597107307119124853e-03
3.609418837675351099e-01,9.932122618332897002e-01,-4.602090111363307985e-03
3.649298597194389204e-01,9.931052729710166949e-01,-4.605670892428088969e-03
3.689178356713427309e-01,9.929958325702534783e-01,-4.607916198465156730e-03
3.729058116232465414e-01,9.928839289898597764e-01,-4.608890792623139901e-03
3.768937875751503519e-01,9.927695531967687392e-01,-4.608657578450760760e-03
3.808817635270541624e-01,9.926526985456717300e-01,-4.607277543142737283e-03
3.848697394789579729e-01,9.925333605824637750e-01,-4.604809717445909611e-03
3.888577154308617834e-01,9.924115368136195992e-01,-4.601311149476821835e-03
3.928456913827655939e-01,9.922872265713374995e-01,-4.596836892429748134e-03
3.968336673346693488e-01,9.921604308056598542e-01,-4.591440002540451808e-03
4.008216432865731593e-01,9.920311519416175061e-01,-4.585171547608401198e-03
4.048096192384769698e-01,9.918993937283109297e-01,-4.578080624063693080e-03
4.087975951903807803e-01,9.917651611020794622e-01,-4.570214381185880130e-03
4.127855711422845908e-01,9.916284600483586953e-01,-4.561618051743306611e-03
4.167735470941884013e-01,9.914892974985901608e-01,-4.552334988079762002e-03
4.207615230460922118e-01,9.913476812149583095e-01,-4.542406702603883628e-03
4.247494989979960223e-01,9.912036196839353330e-01,-4.531872911705647766e-03
4.287374749498998328e-01,9.910571220409112314e-01,-4.520771583035597049e-03
4.327254509018036432e-01,9.909081979641488624e-01,-4.509138984436882047e-03
4.367134268537074537e-01,9.907568576172557373e-01,-4.497009735342742155e-03
4.407014028056112642e-01,9.906031115711717572e-01,-4.484416858800636257e-03
4.446893787575150747e-01,9.904469707293015457e-01,-4.471391834445810100e-03
4.486773547094188852e-01,9.902884462983163605e-01,-4.457964652279579332e-03
4.526653306613226957e-01,9.901275497012476112e-01,-4.444163865730154338e-03
4.566533066132265062e-01,9.899642925566706220e-01,-4.430016645340277906e-03
4.606412825651303167e-01,9.897986866168184683e-01,-4.415548831210901366e-03
4.646292585170341272e-01,9.896307437422715569e-01,-4.400784985467864896e-03
4.686172344689379377e-01,9.894604758621684537e-01,-4.385748443440529165e-03
4.726052104208417481e-01,9.892878949450890635e-01,-4.370461363943901022e-03
4.765931863727455586e-01,9.891130129682940142e-01,-4.354944778447869883e-03
4.805811623246493136e-01,9.889358418887137514e-01,-4.339218639001234459e-03
4.845691382765531241e-01,9.887563936378691576e-01,-4.323301865080145419e-03
4.885571142284569346e-01,9.885746800885060193e-01,-4.307212388716936610e-03
4.925450901803607451e-01,9.883907130366433869e-01,-4.290967198405669196e-03
4.965330661322645556e-01,9.882045042032319149e-01,-4.274582381811446903e-03
5.005210420841683661e-01,9.880160651981879649e-01,-4.258073166463849889e-03
5.045090180360721765e-01,9.878254075307640880e-01,-4.241453959663818093e-03
5.084969939879759870e-01,9.876325425932180879e-01,-4.224738386526008700e-03
5.124849699398797975e-01,9.874374816422027967e-01,-4.207939326475619059e-03
5.164729458917836080e-01,9.872402358105748510e-01,-4.191068948833020016e-03
5.204609218436874185e-01,9.870408160930885799e-01,-4.174138746504478872e-03
5.244488977955912290e-01,9.868392333398531280e-01,-4.157159568469522004e-03
5.284368737474950395e-01,9.866354982621357017e-01,-4.140141651016050056e-03
5.324248496993988500e-01,9.864296214226869752e-01,-4.123094647482174538e-03
5.364128256513026605e-01,9.862216132353321951e-01,-4.106027656794459905e-03
5.404008016032064710e-01,9.860114839725676594e-01,-4.088949250886647103e-03
5.443887775551102814e-01,9.857992437524261131e-01,-4.071867500606505749e-03
5.483767535070140919e-01,9.855849025523473195e-01,-4.054790000824219989e-03
5.523647294589179024e-01,9.853684702020554242e-01,-4.037723894123179148e-03
5.563527054108217129e-01,9.851499563884463795e-01,-4.020675893532477639e-03
5.603406813627255234e-01,9.849293706584569819e-01,-4.003652304220425666e-03
5.643286573146293339e-01,9.847067224178835954e-01,-3.986659044082285601e-03
5.683166332665331444e-01,9.844820209398996713e-01,-3.969701663517004320e-03
5.723046092184369549e-01,9.842552753644726593e-01,-3.952785364119362592e-03
5.762925851703407654e-01,9.840264947011355678e-01,-3.935915016548675524e-03
5.802805611222445759e-01,9.837956878367055680e-01,-3.919095177567667211e-03
5.842685370741483863e-01,9.835628635333458769e-01,-3.902330106175520927e-03
5.882565130260521968e-01,9.833280304388509752e-01,-3.885623779087769500e-03
5.922444889779560073e-01,9.830911970856524018e-01,-3.868979905323351263e-03
5.962324649298598178e-01,9.828523718967282496e-01,-3.852401940173809120e-03
6.002204408817636283e-01,9.826115631913341364e-01,-3.835893098465271902e-03
6.042084168336674388e-01,9.823687791880227893e-01,-3.819456367149760400e-03
6.081963927855711383e-01,9.821240280085858920e-01,-3.803094517276531424e-03
