# q,S(q)
1.000000000000000021e-02,1.865327652500296798e-09
2.000000000000000042e-02,2.984807757651072610e-08
2.999999999999999889e-02,1.567402037531602110e-07
4.000000000000000083e-02,8.502969757847750895e-04
5.000000000000000278e-02,1.328334172874607233e-03
6.000000000000000472e-02,1.912347154325554077e-03
6.999999999999999278e-02,2.602179158561303881e-03
8.000000000000000167e-02,3.397687279641240215e-03
8.999999999999999667e-02,4.298665239302769565e-03
9.999999999999999167e-02,5.304905689415599646e-03
1.100000000000000006e-01,6.416115772941166813e-03
1.199999999999999956e-01,7.632096788036064894e-03
1.300000000000000044e-01,8.952545127861656279e-03
1.400000000000000133e-01,1.037712791332060479e-02
1.500000000000000222e-01,1.190553671684570734e-02
1.600000000000000033e-01,1.353740584628618931e-02
1.700000000000000122e-01,1.527236244320205431e-02
1.800000000000000211e-01,1.711001891452762144e-02
1.900000000000000022e-01,1.904996566589121573e-02
2.000000000000000111e-01,2.109175066250455408e-02
2.100000000000000200e-01,2.323491941284610077e-02
2.200000000000000011e-01,2.547901874426761540e-02
2.300000000000000100e-01,2.782359163201860927e-02
2.400000000000000189e-01,3.026793841679495389e-02
2.500000000000000000e-01,3.281179346391344814e-02
2.600000000000000089e-01,3.545429550332849372e-02
2.700000000000000178e-01,3.819512251024934774e-02
2.800000000000000266e-01,4.103361233513837941e-02
2.900000000000000355e-01,4.396909168828461167e-02
2.999999999999999889e-01,4.700098698296661937e-02
3.099999999999999978e-01,5.012871484885084855e-02
3.200000000000000067e-01,5.335134653177295988e-02
3.300000000000000155e-01,5.666846619752662767e-02
3.400000000000000244e-01,6.007926297755167983e-02
3.500000000000000333e-01,6.358319070020443387e-02
3.600000000000000422e-01,6.717900223493676604e-02
3.699999999999999956e-01,7.086640858909057372e-02
3.800000000000000044e-01,7.464450409525659469e-02
3.900000000000000133e-01,7.851248996330396912e-02
4.000000000000000222e-01,8.246953343719008733e-02
4.100000000000000311e-01,8.651484609333649767e-02
4.200000000000000400e-01,9.064746889942736086e-02
4.299999999999999933e-01,9.486665689868245543e-02
4.400000000000000022e-01,9.917147359361311310e-02
