# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000002735930513253e+00,-5.307245847760193181e-06
1.398797595190380896e-02,1.000002356788844082e+00,-1.038395074784883901e-05
1.797595190380761598e-02,1.000004508253001134e+00,-1.714826662185378522e-05
2.196392785571142647e-02,1.000006763307076829e+00,-2.559982053835792548e-05
2.595190380761523002e-02,1.000009420381309022e+00,-3.573811242302989935e-05
2.993987975951904051e-02,1.000012561598902172e+00,-4.756260447779461108e-05
3.392785571142285100e-02,1.000016151137962161e+00,-6.107265393736174049e-05
3.791583166332665455e-02,1.000020199816409328e+00,-7.626752209421526604e-05
4.190380761523046504e-02,1.000024708275136565e+00,-9.314638223374452591e-05
4.589178356713427553e-02,1.000029684881774905e+00,-1.117083159149280557e-04
4.987975951903807909e-02,1.000035121866112098e+00,-1.319523066282219856e-04
5.386773547094188958e-02,1.000041031426381677e+00,-1.538772529571036862e-04
5.785571142284570006e-02,1.000047418238108277e+00,-1.774819596121427628e-04
6.184368737474950362e-02,1.000054288195344032e+00,-2.027651398656555031e-04
6.583166332665331411e-02,1.000061645500122554e+00,-2.297254122527141304e-04
6.981963927855711072e-02,1.000069496039004191e+00,-2.583613046312660966e-04
7.380761523046092121e-02,1.000077845866707671e+00,-2.886712527628661944e-04
7.779559118236473170e-02,1.000086700846238408e+00,-3.206535987212922245e-04
8.178356713426854219e-02,1.000096068423773632e+00,-3.543065938186813800e-04
8.577154308617233880e-02,1.000105956405837437e+00,-3.896283980074663846e-04
8.975951903807614929e-02,1.000116371486464928e+00,-4.266170754462058267e-04
9.374749498997995978e-02,1.000127321790929669e+00,-4.652705996500396341e-04
9.773547094188377027e-02,1.000138815895821764e+00,-5.055868520639269365e-04
1.017234468937875808e-01,1.000150862471471225e+00,-5.475636207563270262e-04
1.057114228456913912e-01,1.000163470563002699e+00,-5.911986009193311411e-04
1.096993987975951879e-01,1.000176649846220567e+00,-6.364893956624740950e-04
1.136873747494989983e-01,1.000190409956909665e+00,-6.834335140389298036e-04
1.176753507014028088e-01,1.000204761307659451e+00,-7.320283732634304914e-04
1.216633266533066193e-01,1.000219714397995396e+00,-7.822712963114933186e-04
1.256513026052104298e-01,1.000235280310785901e+00,-8.341595136628154146e-04
1.296392785571142403e-01,1.000251470565155065e+00,-8.876901628778877248e-04
1.336272545090180508e-01,1.000268296846070326e+00,-9.428602869909054416e-04
1.376152304609218613e-01,1.000285771508855781e+00,-9.996668366558832119e-04
1.416032064128256718e-01,1.000303907051860453e+00,-1.058106667746623901e-03
1.455911823647294823e-01,1.000322716531476752e+00,-1.118176543060173025e-03
1.495791583166332928e-01,1.000342213411028025e+00,-1.179873131560696484e-03
1.535671342685371032e-01,1.000362411502107696e+00,-1.243193007663155342e-03
1.575551102204409137e-01,1.000383325012221158e+00,-1.308132651627054877e-03
1.615430861723446965e-01,1.000404968646860571e+00,-1.374688449697235391e-03
1.655310621242485070e-01,1.000427357432796871e+00,-1.442856693028950156e-03
1.695190380761523175e-01,1.000450506963596720e+00,-1.512633579100681244e-03
1.735070140280561279e-01,1.000474433058825552e+00,-1.584015209018865399e-03
1.774949899799599384e-01,1.000499152123107693e+00,-1.656997589943293766e-03
1.814829659318637489e-01,1.000524680932254773e+00,-1.731576633420324517e-03
1.854709418837675594e-01,1.000551036673289707e+00,-1.807748155205306803e-03
1.894589178356713699e-01,1.000578237022869077e+00,-1.885507875820544368e-03
1.934468937875751804e-01,1.000606300094852186e+00,-1.964851419882816547e-03
1.974348697394789909e-01,1.000635244382915845e+00,-2.045774315109152516e-03
2.014228456913828014e-01,1.000665088902712663e+00,-2.128271993622109226e-03
2.054108216432865841e-01,1.000695853117717915e+00,-2.212339790776404226e-03
2.093987975951903946e-01,1.000727556908094229e+00,-2.297972944611069608e-03
2.133867735470942051e-01,1.000760220644028253e+00,-2.385166596214420912e-03
2.173747494989980156e-01,1.000793865173713160e+00,-2.473915789389477104e-03
2.213627254509018261e-01,1.000828511784510821e+00,-2.564215469657279544e-03
2.253507014028056366e-01,1.000864182266074431e+00,-2.656060484860138168e-03
2.293386773547094470e-01,1.000900898876406764e+00,-2.749445584185086690e-03
2.333266533066132575e-01,1.000938684362234099e+00,-2.844365418148013785e-03
2.373146292585170680e-01,1.000977561964416784e+00,-2.940814538190598786e-03
2.413026052104208785e-01,1.001017555418788341e+00,-3.038787396182231378e-03
2.452905811623246612e-01,1.001058688949149511e+00,-3.138278343998792547e-03
2.492785571142284717e-01,1.001100987300869827e+00,-3.239281633505206297e-03
2.532665330661322822e-01,1.001144475723260596e+00,-3.341791415659792382e-03
2.572545090180360927e-01,1.001189179980343402e+00,-3.445801740367600199e-03
2.612424849699399032e-01,1.001235126363789307e+00,-3.551306555989402255e-03
2.652304609218437137e-01,1.001282341685505228e+00,-3.658299708730916242e-03
2.692184368737475242e-01,1.001330853295912870e+00,-3.766774942360066360e-03
2.732064128256513347e-01,1.001380689082660203e+00,-3.876725897556313697e-03
2.771943887775551452e-01,1.001431877484249000e+00,-3.988146111551827376e-03
2.811823647294589557e-01,1.001484447480509798e+00,-4.101029017223872461e-03
2.851703406813627661e-01,1.001538428614750398e+00,-4.215367942958001858e-03
2.891583166332665766e-01,1.001593850995819990e+00,-4.331156111844507682e-03
2.931462925851703871e-01,1.001650745297168132e+00,-4.448386640949303535e-03
2.971342685370741976e-01,1.001709142778814288e+00,-4.567052541069818554e-03
3.011222444889780081e-01,1.001769075272576970e+00,-4.687146715525393817e-03
3.051102204408818186e-01,1.001830575211346774e+00,-4.808661959983507282e-03
3.090981963927855736e-01,1.001893675618927393e+00,-4.931590961401052971e-03
3.130861723446893841e-01,1.001958410125429078e+00,-5.055926297395537533e-03
3.170741482965931946e-01,1.002024812977309498e+00,-5.181660435657811301e-03
3.210621242484970050e-01,1.002092919032601337e+00,-5.308785732723828553e-03
3.250501002004008155e-01,1.002162763784607780e+00,-5.437294433693905076e-03
3.290380761523046260e-01,1.002234383352499369e+00,-5.567178670794702654e-03
3.330260521042084365e-01,1.002307814506782746e+00,-5.698430463065005599e-03
3.370140280561122470e-01,1.002383094662551155e+00,-5.831041715015715388e-03
3.410020040080160575e-01,1.002460261894649429e+00,-5.965004215800641559e-03
3.449899799599198680e-01,1.002539354943469352e+00,-6.100309638241306100e-03
3.489779559118236785e-01,1.002620413226209317e+00,-6.236949537827514607e-03
3.529659318637274890e-01,1.002703476843419539e+00,-6.374915351640401788e-03
3.569539078156312994e-01,1.002788586586608854e+00,-6.514198397145135912e-03
3.609418837675351099e-01,1.002875783948212751e+00,-6.654789871168562999e-03
3.649298597194389204e-01,1.002965111132691156e+00,-6.796680848703343103e-03
3.689178356713427309e-01,1.003056611060453962e+00,-6.939862281558077835e-03
3.729058116232465414e-01,1.003150327384950025e+00,-7.084324997342410397e-03
3.768937875751503519e-01,1.003246304491969054e+00,-7.230059697734879040e-03
3.808817635270541624e-01,1.003344587519688247e+00,-7.377056957618879050e-03
3.848697394789579729e-01,1.003445222360521472e+00,-7.525307223240615406e-03
3.888577154308617834e-01,1.003548255676654843e+00,-7.674800811031111045e-03
3.928456913827655939e-01,1.003653734904853101e+00,-7.825527905865796094e-03
3.968336673346693488e-01,1.003761708272352893e+00,-7.977478559728740440e-03
4.008216432865731593e-01,1.003872224802268676e+00,-8.130642689856911604e-03
4.048096192384769698e-01,1.003985334329167145e+00,-8.285010077274369833e-03
4.087975951903807803e-01,1.004101087505327339e+00,-8.440570364885342097e-03
4.127855711422845908e-01,1.004219535815785713e+00,-8.597313055806543938e-03
4.167735470941884013e-01,1.004340731584925095e+00,-8.755227511323366435e-03
4.207615230460922118e-01,1.004464727993983342e+00,-8.914302949229685122e-03
4.247494989979960223e-01,1.004591579087240616e+00,-9.074528441572814880e-03
4.287374749498998328e-01,1.004721339786204926e+00,-9.235892912752669340e-03
4.327254509018036432e-01,1.004854065901743310e+00,-9.398385137306071446e-03
4.367134268537074537e-01,1.004989814146127092e+00,-9.561993737780855040e-03
4.407014028056112642e-01,1.005128642144176299e+00,-9.726707182329930035e-03
4.446893787575150747e-01,1.005270608449503777e+00,-9.892513782563495256e-03
4.486773547094188852e-01,1.005415772551790710e+00,-1.005940169082940490e-02
4.526653306613226957e-01,1.005564194895097963e+00,-1.022735889791768008e-02
4.566533066132265062e-01,1.005715936889009843e+00,-1.039637323039324657e-02
4.606412825651303167e-01,1.005871060919873994e+00,-1.056643234772570820e-02
4.646292585170341272e-01,1.006029630370752548e+00,-1.073752373989550479e-02
4.686172344689379377e-01,1.006191709629105757e+00,-1.090963472411152560e-02
4.726052104208417481e-01,1.006357364103329655e+00,-1.108275244199708257e-02
4.765931863727455586e-01,1.006526660238827864e+00,-1.125686385656505389e-02
4.805811623246493136e-01,1.006699665530293997e+00,-1.143195574895574176e-02
4.845691382765531241e-01,1.006876448537847635e+00,-1.160801471515185597e-02
4.885571142284569346e-01,1.007057078902093616e+00,-1.178502716262345811e-02
