# q,S(q)
1.000000000000000056e-01,4.015965334608461411e-03
1.100000000000000006e-01,4.858655483520189951e-03
1.199999999999999956e-01,5.781344500721870110e-03
1.300000000000000044e-01,6.783964748773630739e-03
1.399999999999999856e-01,7.866443196024305168e-03
1.499999999999999667e-01,9.028701782994544289e-03
1.599999999999999756e-01,1.027065680231913948e-02
1.699999999999999845e-01,1.159221984540849057e-02
1.799999999999999656e-01,1.299329677953765111e-02
1.899999999999999467e-01,1.447378852775746232e-02
1.999999999999999556e-01,1.603359046756917122e-02
2.099999999999999645e-01,1.767259311057508761e-02
2.199999999999999456e-01,1.939068097047966927e-02
2.299999999999999545e-01,2.118773363246752653e-02
2.399999999999999356e-01,2.306362504897369742e-02
2.499999999999999167e-01,2.501822338609226148e-02
2.599999999999998979e-01,2.705139192107730919e-02
2.699999999999999067e-01,2.916298725231080552e-02
2.799999999999999156e-01,3.135286127936899592e-02
2.899999999999999245e-01,3.362085889125768223e-02
2.999999999999999334e-01,3.596681990896393594e-02
3.099999999999999423e-01,3.839057781717213763e-02
3.199999999999998956e-01,4.089195954515854187e-02
3.299999999999998490e-01,4.347078694815572492e-02
3.399999999999998579e-01,4.612687434562099537e-02
3.499999999999998668e-01,4.886002947059195356e-02
3.599999999999998757e-01,5.167005434905378586e-02
3.699999999999998845e-01,5.455674438903552331e-02
3.799999999999998934e-01,5.751988654147632829e-02
3.899999999999999023e-01,6.055926232132227693e-02
3.999999999999998002e-01,6.367464559573339511e-02
4.099999999999998090e-01,6.686580295968176657e-02
4.199999999999998179e-01,7.013249357882848922e-02
4.299999999999998268e-01,7.347446905138647899e-02
4.399999999999998357e-01,7.689147248434059778e-02
4.499999999999998446e-01,8.038324134984202451e-02
4.599999999999998535e-01,8.394950285804821111e-02
4.699999999999998623e-01,8.758997586848099592e-02
4.799999999999997602e-01,9.130437341473071622e-02
4.899999999999997691e-01,9.509239651194215104e-02
4.999999999999997780e-01,9.895374104567755680e-02
5.099999999999997868e-01,1.028880902265235792e-01
5.199999999999997957e-01,1.068951210026193449e-01
5.299999999999998046e-01,1.109745001048358520e-01
5.399999999999998135e-01,1.151258858861968215e-01
5.499999999999998224e-01,1.193489236473325305e-01
5.599999999999997202e-01,1.236432521104573051e-01
5.699999999999997291e-01,1.280084987935894425e-01
5.799999999999997380e-01,1.324442809056357029e-01
5.899999999999997469e-01,1.369502050914000180e-01
5.999999999999997558e-01,1.415258672661809936e-01
6.099999999999997646e-01,1.461708508655866490e-01
6.199999999999997735e-01,1.508847324337085072e-01
6.299999999999996714e-01,1.556670727778869112e-01
6.399999999999996803e-01,1.605174224286611551e-01
6.499999999999996891e-01,1.654353183177739717e-01
6.599999999999996980e-01,1.704202900460906056e-01
6.699999999999997069e-01,1.754718499295436218e-01
6.799999999999997158e-01,1.805894974084469862e-01
6.899999999999997247e-01,1.857727242023464731e-01
6.999999999999996225e-01,1.910210016699557534e-01
7.099999999999996314e-01,1.963337949580044872e-01
7.199999999999996403e-01,2.017105479173990357e-01
7.299999999999996492e-01,2.071506959020465721e-01
7.399999999999996581e-01,2.126536602022206235e-01
7.499999999999996669e-01,2.182188411404641926e-01
7.599999999999996758e-01,2.238456302684390942e-01
7.699999999999996847e-01,2.295334040092798511e-01
7.799999999999996936e-01,2.352815165637889006e-01
