# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,9.999752194467836919e-01,-4.858720635567668095e-06
1.398797595190380896e-02,9.999804413006116999e-01,-9.507394003415131878e-06
1.797595190380761598e-02,9.999669579518075668e-01,-1.570080274031687150e-05
2.196392785571142647e-02,9.999498420772683360e-01,-2.343893434943478894e-05
2.595190380761523002e-02,9.999298662995665943e-01,-3.272212234309817950e-05
2.993987975951904051e-02,9.999069260372117629e-01,-4.354898516727253899e-05
3.392785571142285100e-02,9.998802673602037450e-01,-5.591923877404591608e-05
3.791583166332665455e-02,9.998505109300509508e-01,-6.983234665279124814e-05
4.190380761523046504e-02,9.998174888435208407e-01,-8.528760894857130809e-05
4.589178356713427553e-02,9.997810962992693673e-01,-1.022841998574003353e-04
4.987975951903807909e-02,9.997414133744195741e-01,-1.208212750226018880e-04
5.386773547094188958e-02,9.996984249322031779e-01,-1.408978961761041542e-04
5.785571142284570006e-02,9.996521200350628744e-01,-1.625130341358113726e-04
6.184368737474950362e-02,9.996025094328381266e-01,-1.856655979875529265e-04
6.583166332665331411e-02,9.995496093453548614e-01,-2.103544299354786291e-04
6.981963927855711072e-02,9.994933926653593037e-01,-2.365782507337202824e-04
7.380761523046092121e-02,9.994338765227699373e-01,-2.643357458678521638e-04
7.779559118236473170e-02,9.993710597939861051e-01,-2.936255054653372242e-04
8.178356713426854219e-02,9.993049411877766852e-01,-3.244460405083591896e-04
8.577154308617233880e-02,9.992355193617851183e-01,-3.567957833730387210e-04
8.975951903807614929e-02,9.991627968503219437e-01,-3.906730926489702742e-04
9.374749498997995978e-02,9.990867724350608325e-01,-4.260762437696852690e-04
9.773547094188377027e-02,9.990074486150016808e-01,-4.630034407726681730e-04
1.017234468937875808e-01,9.989248260600911422e-01,-5.014528073244795079e-04
1.057114228456913912e-01,9.988389025923176678e-01,-5.414223797165062385e-04
1.096993987975951879e-01,9.987496814065428552e-01,-5.829101309686316248e-04
1.136873747494989983e-01,9.986571619396142907e-01,-6.259139443618088813e-04
1.176753507014028088e-01,9.985613458274390508e-01,-6.704316341822426145e-04
1.216633266533066193e-01,9.984622323781026099e-01,-7.164609269433840641e-04
1.256513026052104298e-01,9.983598232497987723e-01,-7.639994794712463583e-04
1.296392785571142403e-01,9.982541192686394949e-01,-8.130448683324233974e-04
1.336272545090180508e-01,9.981451203456489507e-01,-8.635945866457022573e-04
1.376152304609218613e-01,9.980328282915563731e-01,-9.156460587665566113e-04
1.416032064128256718e-01,9.979172431890458439e-01,-9.691966233995285814e-04
1.455911823647294823e-01,9.977983664013801990e-01,-1.024243546108531211e-03
1.495791583166332928e-01,9.976761987564141121e-01,-1.080784012654339597e-03
1.535671342685371032e-01,9.975507410198393154e-01,-1.138815130003341045e-03
1.575551102204409137e-01,9.974219941302281400e-01,-1.198333927489836663e-03
1.615430861723446965e-01,9.972899595970422526e-01,-1.259337360821495208e-03
1.655310621242485070e-01,9.971546378851785519e-01,-1.321822300630820643e-03
1.695190380761523175e-01,9.970160303011951219e-01,-1.385785544412659323e-03
1.735070140280561279e-01,9.968741381152967929e-01,-1.451223811907665631e-03
1.774949899799599384e-01,9.967289625920040530e-01,-1.518133745128144368e-03
1.814829659318637489e-01,9.965805047375271286e-01,-1.586511905518176585e-03
1.854709418837675594e-01,9.964287660021959869e-01,-1.656354780340489564e-03
1.894589178356713699e-01,9.962737476055930630e-01,-1.727658776769205786e-03
1.934468937875751804e-01,9.961154508998358859e-01,-1.800420224908280426e-03
1.974348697394789909e-01,9.959538774541896178e-01,-1.874635379118543780e-03
2.014228456913828014e-01,9.957890286546483560e-01,-1.950300413752053749e-03
2.054108216432865841e-01,9.956209060044549641e-01,-2.027411426558234711e-03
2.093987975951903946e-01,9.954495110980950967e-01,-2.105964437761997758e-03
2.133867735470942051e-01,9.952748455956812457e-01,-2.185955390734276374e-03
2.173747494989980156e-01,9.950969111475327367e-01,-2.267380150426433726e-03
2.213627254509018261e-01,9.949157094953809954e-01,-2.350234504744752595e-03
2.253507014028056366e-01,9.947312425151408899e-01,-2.434514165510763117e-03
2.293386773547094470e-01,9.945435119707121130e-01,-2.520214764760043708e-03
2.333266533066132575e-01,9.943525198007171495e-01,-2.607331858685486056e-03
2.373146292585170680e-01,9.941582680119569471e-01,-2.695860926674269447e-03
2.413026052104208785e-01,9.939607586702460251e-01,-2.785797370598968193e-03
2.452905811623246612e-01,9.937599938685596213e-01,-2.877136514740054590e-03
2.492785571142284717e-01,9.935559757651131196e-01,-2.969873606011757747e-03
2.532665330661322822e-01,9.933487066426680556e-01,-3.064003815556885953e-03
2.572545090180360927e-01,9.931381887948843579e-01,-3.159522236116280285e-03
2.612424849699399032e-01,9.929244246509133509e-01,-3.256423884782594889e-03
2.652304609218437137e-01,9.927074166212781492e-01,-3.354703699983597673e-03
2.692184368737475242e-01,9.924871672924689969e-01,-3.454356545101703799e-03
2.732064128256513347e-01,9.922636792605554756e-01,-3.555377205462733389e-03
2.771943887775551452e-01,9.920369552298772264e-01,-3.657760390132710343e-03
2.811823647294589557e-01,9.918069979795675062e-01,-3.761500731273498873e-03
2.851703406813627661e-01,9.915738103606804854e-01,-3.866592784180093115e-03
2.891583166332665766e-01,9.913373953325970156e-01,-3.973031027937363492e-03
2.931462925851703871e-01,9.910977559283075111e-01,-4.080809864965095554e-03
2.971342685370741976e-01,9.908548952668655430e-01,-4.189923620836277264e-03
3.011222444889780081e-01,9.906088165519066902e-01,-4.300366544437703165e-03
3.051102204408818186e-01,9.903595230770474434e-01,-4.412132808536412334e-03
3.090981963927855736e-01,9.901070182758838767e-01,-4.525216510161629395e-03
3.130861723446893841e-01,9.898513056145125111e-01,-4.639611668685946974e-03
3.170741482965931946e-01,9.895923887194052471e-01,-4.755312228719027479e-03
3.210621242484970050e-01,9.893302712447733516e-01,-4.872312056623881102e-03
3.250501002004008155e-01,9.890649570342325836e-01,-4.990604944976868504e-03
3.290380761523046260e-01,9.887964499675879759e-01,-5.110184608278735795e-03
3.330260521042084365e-01,9.885247540691814994e-01,-5.231044686023244086e-03
3.370140280561122470e-01,9.882498734533892160e-01,-5.353178741023052918e-03
3.410020040080160575e-01,9.879718123596873403e-01,-5.476580260670956164e-03
3.449899799599198680e-01,9.876905751638279662e-01,-5.601242656861377990e-03
3.489779559118236785e-01,9.874061663072134509e-01,-5.727159264235833630e-03
3.529659318637274890e-01,9.871185903840918874e-01,-5.854323342544337332e-03
3.569539078156312994e-01,9.868278521191319319e-01,-5.982728076074641903e-03
3.609418837675351099e-01,9.865339563392613309e-01,-6.112366572710003707e-03
3.649298597194389204e-01,9.862369080025559231e-01,-6.243231864715680264e-03
3.689178356713427309e-01,9.859367122294567798e-01,-6.375316909974095003e-03
3.729058116232465414e-01,9.856333742239861140e-01,-6.508614588920822071e-03
3.768937875751503519e-01,9.853268993554584743e-01,-6.643117707804077968e-03
