# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000001404749927492e+00,-5.353023940813022303e-06
1.398797595190380896e-02,1.000001201023846376e+00,-1.047473693883625679e-05
1.797595190380761598e-02,1.000002630868204179e+00,-1.730059918166408007e-05
2.196392785571142647e-02,1.000004078923955042e+00,-2.583166456974583968e-05
2.595190380761523002e-02,1.000005816299168959e+00,-3.606920670557914294e-05
2.993987975951904051e-02,1.000007715685474530e+00,-4.801475016333081163e-05
3.392785571142285100e-02,1.000009966054382193e+00,-6.167010594553587032e-05
3.791583166332665455e-02,1.000012487992615329e+00,-7.703730936364838798e-05
4.190380761523046504e-02,1.000015329411143572e+00,-9.411866042753672362e-05
4.589178356713427553e-02,1.000018480681909905e+00,-1.129166991443458930e-04
4.987975951903807909e-02,1.000021958020365087e+00,-1.334342144478314646e-04
5.386773547094188958e-02,1.000025767717787284e+00,-1.556742382596852973e-04
5.785571142284570006e-02,1.000029927131713903e+00,-1.796400484100815884e-04
6.184368737474950362e-02,1.000034437953704058e+00,-2.053351508121964018e-04
6.583166332665331411e-02,1.000039318613517247e+00,-2.327632980400131952e-04
6.981963927855711072e-02,1.000044578720141963e+00,-2.619284679981533363e-04
7.380761523046092121e-02,1.000050234634036306e+00,-2.928348734509017841e-04
7.779559118236473170e-02,1.000056299361866907e+00,-3.254869489962148839e-04
8.178356713426854219e-02,1.000062789398667773e+00,-3.598893542280054989e-04
8.577154308617233880e-02,1.000069720507900994e+00,-3.960469651816713984e-04
8.975951903807614929e-02,1.000077110064288233e+00,-4.339648736970894019e-04
9.374749498997995978e-02,1.000084975820513700e+00,-4.736483801637133510e-04
9.773547094188377027e-02,1.000093337178714403e+00,-5.151029927333920485e-04
1.017234468937875808e-01,1.000102213108553073e+00,-5.583344174275039779e-04
1.057114228456913912e-01,1.000111624727620718e+00,-6.033485592069029761e-04
1.096993987975951879e-01,1.000121592725817132e+00,-6.501515108331578545e-04
1.136873747494989983e-01,1.000132139627474714e+00,-6.987495532418686863e-04
1.176753507014028088e-01,1.000143288350581416e+00,-7.491491460344456644e-04
1.216633266533066193e-01,1.000155062747569268e+00,-8.013569238836114631e-04
1.256513026052104298e-01,1.000167487531519850e+00,-8.553796900848834126e-04
1.296392785571142403e-01,1.000180588186340369e+00,-9.112244099196681714e-04
