# q,<w**1.0>/wp(0)**1.0
1.000000000000000021e-02,5.287453130522838505e-05
2.000000000000000042e-02,2.126440273503595860e-04
2.999999999999999889e-02,4.784572698193428160e-04
4.000000000000000083e-02,8.505891742043817250e-04
5.000000000000000278e-02,1.329044459821483119e-03
6.000000000000000472e-02,1.913821612121325210e-03
6.999999999999999278e-02,2.604920110244936596e-03
8.000000000000000167e-02,3.402339133529021491e-03
8.999999999999999667e-02,4.306077605053610681e-03
9.999999999999999167e-02,5.316134482520796893e-03
1.100000000000000006e-01,6.432508431756083986e-03
1.199999999999999956e-01,7.655198191933070342e-03
1.300000000000000044e-01,8.984202137074364172e-03
1.400000000000000133e-01,1.041951881678339180e-02
1.500000000000000222e-01,1.196114655209234122e-02
1.600000000000000033e-01,1.360908342119434254e-02
1.700000000000000122e-01,1.536332748310762983e-02
1.800000000000000211e-01,1.722387686353575240e-02
1.900000000000000022e-01,1.919072947753616698e-02
2.000000000000000111e-01,2.126388294016159225e-02
2.100000000000000200e-01,2.344333516113836918e-02
2.200000000000000011e-01,2.572908354595119726e-02
2.300000000000000100e-01,2.812112616932354106e-02
2.400000000000000189e-01,3.061946001447794427e-02
2.500000000000000000e-01,3.322408279201730791e-02
2.600000000000000089e-01,3.593499154626933478e-02
2.700000000000000178e-01,3.875218392775562487e-02
2.800000000000000266e-01,4.167565724274041594e-02
2.900000000000000355e-01,4.470540876154949217e-02
2.999999999999999889e-01,4.784143572590777299e-02
3.099999999999999978e-01,5.108373484870257220e-02
3.200000000000000067e-01,5.443230432024084853e-02
3.300000000000000155e-01,5.788714029143884887e-02
3.400000000000000244e-01,6.144824047035366693e-02
3.500000000000000333e-01,6.511560206970172515e-02
3.600000000000000422e-01,6.888922231854009703e-02
3.699999999999999956e-01,7.276909775512860334e-02
3.800000000000000044e-01,7.675522707675001832e-02
3.900000000000000133e-01,8.084760613677986762e-02
4.000000000000000222e-01,8.504623304833118513e-02
4.100000000000000311e-01,8.935110526560720301e-02
4.200000000000000400e-01,9.376222031150825698e-02
4.299999999999999933e-01,9.827957579581343694e-02
4.400000000000000022e-01,1.029031694119422746e-01
4.500000000000000111e-01,1.076329978915412933e-01
4.600000000000000200e-01,1.124690612332606698e-01
4.700000000000000289e-01,1.174113564355062367e-01
4.800000000000000377e-01,1.224598804330710444e-01
4.899999999999999911e-01,1.276146326296306865e-01
5.000000000000000000e-01,1.328756114601056526e-01
5.100000000000000089e-01,1.382428154982371926e-01
5.200000000000000178e-01,1.437162449275198872e-01
5.300000000000000266e-01,1.492958943722491605e-01
5.400000000000000355e-01,1.549817672132281499e-01
5.500000000000000444e-01,1.607738612941240763e-01
5.600000000000000533e-01,1.666721761023622628e-01
5.700000000000000622e-01,1.726767095757572867e-01
5.800000000000000711e-01,1.787874649764714108e-01
5.899999999999999689e-01,1.850044407223316034e-01
5.999999999999999778e-01,1.913276352275403158e-01
6.099999999999999867e-01,1.977570507799499555e-01
6.199999999999999956e-01,2.042926901608231594e-01
6.300000000000000044e-01,2.109345503668905719e-01
6.400000000000000133e-01,2.176826345680604180e-01
6.500000000000000222e-01,2.245369441980277214e-01
6.600000000000000311e-01,2.314974809729762051e-01
6.700000000000000400e-01,2.385642467622530183e-01
6.800000000000000488e-01,2.457372437977936308e-01
6.900000000000000577e-01,2.530164743625766266e-01
7.000000000000000666e-01,2.604019412817260015e-01
7.100000000000000755e-01,2.678936472606370245e-01
7.199999999999999734e-01,2.754915927218846150e-01
7.299999999999999822e-01,2.831957864619869536e-01
7.399999999999999911e-01,2.910062293392483013e-01
7.500000000000000000e-01,2.989229221396334513e-01
