# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000022387803859436e+00,-5.187960390225605340e-06
1.398797595190380896e-02,1.000044174551228737e+00,-1.015037507210838934e-05
1.797595190380761598e-02,1.000073336380039368e+00,-1.676258728001905215e-05
2.196392785571142647e-02,1.000109516188006697e+00,-2.502411057574533031e-05
2.595190380761523002e-02,1.000152966437959146e+00,-3.493454531663436533e-05
2.993987975951904051e-02,1.000203621245970398e+00,-4.649338717559623412e-05
3.392785571142285100e-02,1.000261519637626995e+00,-5.970006561163649299e-05
3.791583166332665455e-02,1.000326673464269289e+00,-7.455391901069180873e-05
4.190380761523046504e-02,1.000399115820516771e+00,-9.105421475934944982e-05
4.589178356713427553e-02,1.000478825848259756e+00,-1.092001196535105948e-04
4.987975951903807909e-02,1.000565835799496206e+00,-1.289907311427754700e-04
5.386773547094188958e-02,1.000660148987122522e+00,-1.504250538948411560e-04
5.785571142284570006e-02,1.000761781624515789e+00,-1.735020117270253499e-04
6.184368737474950362e-02,1.000870750157196953e+00,-1.982204433166178000e-04
6.583166332665331411e-02,1.000987065061740067e+00,-2.245790984477141522e-04
6.981963927855711072e-02,1.001110750912413305e+00,-2.525766480164187526e-04
7.380761523046092121e-02,1.001241825862932977e+00,-2.822116760683790536e-04
7.779559118236473170e-02,1.001380307696348559e+00,-3.134826741143435206e-04
8.178356713426854219e-02,1.001526218568175475e+00,-3.463880502964746043e-04
8.577154308617233880e-02,1.001679580023267624e+00,-3.809261243426181973e-04
8.975951903807614929e-02,1.001840415693676212e+00,-4.170951270833980350e-04
9.374749498997995978e-02,1.002008749748442673e+00,-4.548931998251585325e-04
9.773547094188377027e-02,1.002184607791375637e+00,-4.943183938947432040e-04
1.017234468937875808e-01,1.002368016924009009e+00,-5.353686705800590794e-04
1.057114228456913912e-01,1.002559004358577255e+00,-5.780418965623328968e-04
1.096993987975951879e-01,1.002757600148126427e+00,-6.223358511766398154e-04
1.136873747494989983e-01,1.002963834504582818e+00,-6.682482171237345489e-04
1.176753507014028088e-01,1.003177738266301855e+00,-7.157765805488369758e-04
1.216633266533066193e-01,1.003399344953927352e+00,-7.649184369007630286e-04
1.256513026052104298e-01,1.003628688195526530e+00,-8.156711821775680790e-04
1.296392785571142403e-01,1.003865802904083226e+00,-8.680321141245775449e-04
1.336272545090180508e-01,1.004110725888871514e+00,-9.219984348510786932e-04
1.376152304609218613e-01,1.004363494585343686e+00,-9.775672437536469736e-04
1.416032064128256718e-01,1.004624147879875862e+00,-1.034735539846704834e-03
1.455911823647294823e-01,1.004892725923715702e+00,-1.093500219553596511e-03
1.495791583166332928e-01,1.005169270336367493e+00,-1.153858076701803556e-03
1.535671342685371032e-01,1.005453823694731241e+00,-1.215805798191250866e-03
1.575551102204409137e-01,1.005746430005624248e+00,-1.279339964280588752e-03
1.615430861723446965e-01,1.006047134616293581e+00,-1.344457047545931459e-03
1.655310621242485070e-01,1.006355984265503656e+00,-1.411153410784235897e-03
1.695190380761523175e-01,1.006673026766216505e+00,-1.479425303746626733e-03
1.735070140280561279e-01,1.006998311543671143e+00,-1.549268864232569536e-03
1.774949899799599384e-01,1.007331889265251856e+00,-1.620680114273455059e-03
1.814829659318637489e-01,1.007673812005905001e+00,-1.693654958903575633e-03
1.854709418837675594e-01,1.008024133154817870e+00,-1.768189183739218373e-03
1.894589178356713699e-01,1.008382907565279485e+00,-1.844278453335812225e-03
1.934468937875751804e-01,1.008750191556099463e+00,-1.921918309847027917e-03
1.974348697394789909e-01,1.009126042724068029e+00,-2.001104168373825810e-03
2.014228456913828014e-01,1.009510520246809540e+00,-2.081831317692863035e-03
2.054108216432865841e-01,1.009903684746648045e+00,-2.164094916069435673e-03
2.093987975951903946e-01,1.010305598226870938e+00,-2.247889988310936438e-03
2.133867735470942051e-01,1.010716324326850213e+00,-2.333211425203757586e-03
2.173747494989980156e-01,1.011135928121998928e+00,-2.420053979504406538e-03
2.213627254509018261e-01,1.011564476157604364e+00,-2.508412261872444531e-03
2.253507014028056366e-01,1.012002036678059991e+00,-2.598280741728825616e-03
2.293386773547094470e-01,1.012448679372215166e+00,-2.689653740398444560e-03
2.333266533066132575e-01,1.012904475538520144e+00,-2.782525429989086540e-03
2.373146292585170680e-01,1.013369498140983316e+00,-2.876889830480182115e-03
2.413026052104208785e-01,1.013843821712762994e+00,-2.972740805035211428e-03
2.452905811623246612e-01,1.014327522471677456e+00,-3.070072057860077485e-03
2.492785571142284717e-01,1.014820678219325201e+00,-3.168877128801348558e-03
2.532665330661322822e-01,1.015323368573624485e+00,-3.269149392660629545e-03
2.572545090180360927e-01,1.015835674769553387e+00,-3.370882052267691869e-03
2.612424849699399032e-01,1.016357679794427371e+00,-3.474068136019870141e-03
2.652304609218437137e-01,1.016889468411255937e+00,-3.578700493739945827e-03
2.692184368737475242e-01,1.017431127169980298e+00,-3.684771792435133451e-03
2.732064128256513347e-01,1.017982744377288196e+00,-3.792274510578620174e-03
2.771943887775551452e-01,1.018544410219967000e+00,-3.901200935661445959e-03
2.811823647294589557e-01,1.019116712682270887e+00,-4.011740317973738236e-03
2.851703406813627661e-01,1.019698772854369162e+00,-4.123496542473002215e-03
2.891583166332665766e-01,1.020291163981938087e+00,-4.236652259182260329e-03
2.931462925851703871e-01,1.020893983822847684e+00,-4.351198938562352535e-03
2.971342685370741976e-01,1.021507332096158072e+00,-4.467127833324364798e-03
3.011222444889780081e-01,1.022131310509947211e+00,-4.584429972731740750e-03
3.051102204408818186e-01,1.022766022789915130e+00,-4.703096156697887664e-03
3.090981963927855736e-01,1.023411574708871452e+00,-4.823116949681720105e-03
3.130861723446893841e-01,1.024068074116355032e+00,-4.944482674346503161e-03
3.170741482965931946e-01,1.024735630969592970e+00,-5.067183405016753919e-03
3.210621242484970050e-01,1.025414357364180296e+00,-5.191208960875279624e-03
3.250501002004008155e-01,1.026104367566390563e+00,-5.316548898938759302e-03
3.290380761523046260e-01,1.026805778045430051e+00,-5.443192506771553016e-03
3.330260521042084365e-01,1.027518707506725359e+00,-5.571128794943578690e-03
3.370140280561122470e-01,1.028243276925749905e+00,-5.700346489220402268e-03
3.410020040080160575e-01,1.028979609582653332e+00,-5.830834022476446936e-03
3.449899799599198680e-01,1.029727831097637880e+00,-5.962579526324668713e-03
3.489779559118236785e-01,1.030488069466815260e+00,-6.095570822443063114e-03
3.529659318637274890e-01,1.031260455099179296e+00,-6.229795413601953678e-03
3.569539078156312994e-01,1.032045120853985143e+00,-6.365240474371113878e-03
3.609418837675351099e-01,1.032842202079175431e+00,-6.501892841501044629e-03
3.649298597194389204e-01,1.033651836650292921e+00,-6.639739003961841676e-03
3.689178356713427309e-01,1.034474165010534685e+00,-6.778765092638916467e-03
3.729058116232465414e-01,1.035309330211276579e+00,-6.918956869658153194e-03
3.768937875751503519e-01,1.036157477953632888e+00,-7.060299717342035514e-03
3.808817635270541624e-01,1.037018756630861294e+00,-7.202778626778798092e-03
3.848697394789579729e-01,1.037893317371435087e+00,-7.346378185986696292e-03
3.888577154308617834e-01,1.038781314083252028e+00,-7.491082567669646135e-03
3.928456913827655939e-01,1.039682903498426292e+00,-7.636875516536973350e-03
3.968336673346693488e-01,1.040598245219258144e+00,-7.783740336188687062e-03
4.008216432865731593e-01,1.041527501765005637e+00,-7.931659875537877200e-03
4.048096192384769698e-01,1.042470838619545148e+00,-8.080616514758593924e-03
4.087975951903807803e-01,1.043428424280054889e+00,-8.230592150744373697e-03
4.127855711422845908e-01,1.044400430306732686e+00,-8.381568182063559372e-03
4.167735470941884013e-01,1.045387031373308684e+00,-8.533525493381509397e-03
4.207615230460922118e-01,1.046388405318861237e+00,-8.686444439351763067e-03
4.247494989979960223e-01,1.047404733200389071e+00,-8.840304827934152010e-03
4.287374749498998328e-01,1.048436199346641118e+00,-8.995085903141856326e-03
4.327254509018036432e-01,1.049482991412929556e+00,-9.150766327181304033e-03
4.367134268537074537e-01,1.050545300437065954e+00,-9.307324161973332816e-03
4.407014028056112642e-01,1.051623320896454938e+00,-9.464736850029669551e-03
4.446893787575150747e-01,1.052717250766309620e+00,-9.622981194663673271e-03
4.486773547094188852e-01,1.053827291579055414e+00,-9.782033339511433598e-03
4.526653306613226957e-01,1.054953648484983297e+00,-9.941868747340459889e-03
4.566533066132265062e-01,1.056096530314057924e+00,-1.010246217811622098e-02
4.606412825651303167e-01,1.057256149639069331e+00,-1.026378766630566333e-02
4.646292585170341272e-01,1.058432722840039197e+00,-1.042581849738688331e-02
4.686172344689379377e-01,1.059626470169994228e+00,-1.058852718353826654e-02
4.726052104208417481e-01,1.060837615822041835e+00,-1.075188543847424225e-02
4.765931863727455586e-01,1.062066387997932182e+00,-1.091586415140169755e-02
4.805811623246493136e-01,1.063313018977967594e+00,-1.108043336005884449e-02
4.845691382765531241e-01,1.064577745192464509e+00,-1.124556222280783009e-02
4.885571142284569346e-01,1.065860807294690904e+00,-1.141121898974262715e-02
4.925450901803607451e-01,1.067162450235376703e+00,-1.157737097277575233e-02
4.965330661322645556e-01,1.068482923338841983e+00,-1.174398451466735285e-02
5.005210420841683661e-01,1.069822480380738350e+00,-1.191102495695019539e-02
5.045090180360721765e-01,1.071181379667593525e+00,-1.207845660671909641e-02
5.084969939879759870e-01,1.072559884117985751e+00,-1.224624270222554774e-02
5.124849699398797975e-01,1.073958261345648646e+00,-1.241434537724375384e-02
5.164729458917836080e-01,1.075376783744396159e+00,-1.258272562415180783e-02
5.204609218436874185e-01,1.076815728575007514e+00,-1.275134325567838477e-02
5.244488977955912290e-01,1.078275378054109002e+00,-1.292015686525850582e-02
5.284368737474950395e-01,1.079756019445170523e+00,-1.308912378594440269e-02
5.324248496993988500e-01,1.081257945151610222e+00,-1.325820004780580222e-02
5.364128256513026605e-01,1.082781452812190848e+00,-1.342734033376066088e-02
5.404008016032064710e-01,1.084326845398709382e+00,-1.359649793376283868e-02
5.443887775551102814e-01,1.085894431316120290e+00,-1.376562469727955762e-02
5.483767535070140919e-01,1.087484524505177630e+00,-1.393467098397846264e-02
5.523647294589179024e-01,1.089097444547672655e+00,-1.410358561254341711e-02
5.563527054108217129e-01,1.090733516774482492e+00,-1.427231580753788795e-02
5.603406813627255234e-01,1.092393072376363961e+00,-1.444080714421244228e-02
5.643286573146293339e-01,1.094076448517835143e+00,-1.460900349117103154e-02
5.683166332665331444e-01,1.095783988454117841e+00,-1.477684695078209688e-02
5.723046092184369549e-01,1.097516041651362295e+00,-1.494427779722442944e-02
5.762925851703407654e-01,1.099272963910333578e+00,-1.511123441205199786e-02
5.802805611222445759e-01,1.101055117493632718e+00,-1.527765321713891490e-02
5.842685370741483863e-01,1.102862871256769628e+00,-1.544346860487828821e-02
5.882565130260521968e-01,1.104696600783148686e+00,-1.560861286547417584e-02
5.922444889779560073e-01,1.106556688523300469e+00,-1.577301611117559385e-02
5.962324649298598178e-01,1.108443523938477115e+00,-1.593660619727133021e-02
6.002204408817636283e-01,1.110357503648949695e+00,-1.609930863966438017e-02
6.042084168336674388e-01,1.112299031587196341e+00,-1.626104652882012780e-02
6.081963927855711383e-01,1.114268519156321524e+00,-1.642174043986871848e-02
6.121843687374749488e-01,1.116266385393975158e+00,-1.658130833862365289e-02
6.161723446893787592e-01,1.118293057142142999e+00,-1.673966548325973164e-02
6.201603206412825697e-01,1.120348969223102564e+00,-1.689672432136111666e-02
6.241482965931863802e-01,1.122434564621983544e+00,-1.705239438203776103e-02
6.281362725450901907e-01,1.124550294676388118e+00,-1.720658216277563823e-02
6.321242484969940012e-01,1.126696619273395594e+00,-1.735919101064236150e-02
6.361122244488978117e-01,1.128874007054589068e+00,-1.751012099745697173e-02
6.401002004008016222e-01,1.131082935629561304e+00,-1.765926878847466283e-02
6.440881763527054327e-01,1.133323891798452721e+00,-1.780652750409733934e-02
6.480761523046092432e-01,1.135597371784241805e+00,-1.795178657408334072e-02
6.520641282565130536e-01,1.137903881475401224e+00,-1.809493158365677035e-02
6.560521042084168641e-01,1.140243936679656622e+00,-1.823584411086463450e-02
6.600400801603206746e-01,1.142618063389734928e+00,-1.837440155446619372e-02
6.640280561122244851e-01,1.145026798061888007e+00,-1.851047695154381043e-02
6.680160320641282956e-01,1.147470687908203502e+00,-1.864393878395054910e-02
6.720040080160321061e-01,1.149950291203772679e+00,-1.877465077260660059e-02
6.759919839679359166e-01,1.152466177609801745e+00,-1.890247165853783592e-02
6.799799599198397271e-01,1.155018928513964482e+00,-1.902725496942543962e-02
6.839679358717435376e-01,1.157609137389331799e+00,-1.914884877029265908e-02
6.879559118236473481e-01,1.160237410173417416e+00,-1.926709539677986735e-02
6.919438877755511585e-01,1.162904365668909756e+00,-1.938183116927644223e-02
6.959318637274549690e-01,1.165610635967959219e+00,-1.949288608595936556e-02
6.999198396793587795e-01,1.168356866901933522e+00,-1.960008349253613766e-02
7.039078156312625900e-01,1.171143718518831811e+00,-1.970323972620628694e-02
7.078957915831664005e-01,1.173971865590725860e+00,-1.980216373103299565e-02
7.118837675350702110e-01,1.176841998153819846e+00,-1.989665664151784100e-02
7.158717434869740215e-01,1.179754822083989962e+00,-1.998651133075261474e-02
7.198597194388778320e-01,1.182711059711010648e+00,-2.007151191900526099e-02
7.238476953907816425e-01,1.185711450474840944e+00,-2.015143323799149441e-02
7.278356713426854530e-01,1.188756751627894959e+00,-2.022604024541828360e-02
7.318236472945892634e-01,1.191847738987406258e+00,-2.029508738353894004e-02
7.358116232464930739e-01,1.194985207742517153e+00,-2.035831787454904507e-02
7.397995991983968844e-01,1.198169973321324022e+00,-2.041546294451176274e-02
7.437875751503006949e-01,1.201402872323197757e+00,-2.046624096617301325e-02
7.477755511022045054e-01,1.204684763522817503e+00,-2.051035650949698669e-02
7.517635270541083159e-01,1.208016528952400304e+00,-2.054749928685774621e-02
7.557515030060121264e-01,1.211399075069650166e+00,-2.057734297763774353e-02
7.597394789579159369e-01,1.214833334019351563e+00,-2.059954391430663875e-02
7.637274549098197474e-01,1.218320264997346358e+00,-2.061373960889913495e-02
7.677154308617235579e-01,1.221860855726177864e+00,-2.061954709493690058e-02
7.717034068136273683e-01,1.225456124052517248e+00,-2.061656105523077681e-02
7.756913827655311788e-01,1.229107119676746462e+00,-2.060435170032232435e-02
7.796793587174348783e-01,1.232814926025626479e+00,-2.058246235546240185e-02
